n_days,ann_return,ann_vol,sharpe,max_drawdown,avg_turnover,reg_alpha_daily,reg_beta,reg_r2,rebalance,lam_risk,gamma_turnover,tcost_bps
2255,-1.5920120954832988e-22,5.41305358724219e-22,-0.2941061029278278,0.0,8.68353432565135e-22,-6.446122914086701e-25,2.057821563919105e-23,4.948683115846286e-05,W-FRI,10.0,5.0,20
2201,0.003165890439536397,0.043939295355851664,0.0720514613149065,-0.0831005360954199,0.8261007139197207,1.2474022952128587e-05,0.0001408033380835171,3.573387674649098e-07,M,0.5,0.0,1
2201,0.0003283977556503981,0.043975104019675026,0.0074678107754667,-0.09613575821945308,0.8261007139197207,1.2081279991176886e-06,0.0001502973343100606,4.064893895927568e-07,M,0.5,0.0,5
2201,-0.0032184680992071043,0.0440500498228398,-0.07306389237131668,-0.1144171027755978,0.8261007139197207,-1.2874240692145952e-05,0.0001621648295932464,4.71607759067183e-07,M,0.5,0.0,10
2201,-0.010312199808922106,0.04429982433066374,-0.2327819571461402,-0.1499005538522008,0.8261007139197207,-4.10389780746732e-05,0.00018589982015961544,6.127937681732476e-07,M,0.5,0.0,20
2201,0.021846380453002103,0.03692317613081529,0.591671214188142,-0.06619756078055283,0.2057441788212046,9.171960244207109e-05,-0.00795092239335801,0.0016136053828987862,M,0.5,0.5,1
2201,0.02113968986150356,0.03691646275978545,0.5726358453966466,-0.06673130732934895,0.2057441788212046,8.890500556799721e-05,-0.007934682281239622,0.0016076049297566453,M,0.5,0.5,5
2201,0.020256326622130373,0.03691064779482113,0.5487935821319425,-0.06739812980304416,0.2057441788212046,8.538675947540489e-05,-0.007914382141091641,0.0015998936201966352,M,0.5,0.5,10
2201,0.018489600143383998,0.03690761141046023,0.5009698389244377,-0.06873057312414332,0.2057441788212046,7.835026729022018e-05,-0.00787378186079567,0.0015837815798930288,M,0.5,0.5,20
2201,0.012759938793282492,0.029298251038038847,0.4355187883643928,-0.09405723717284797,0.04208944176255496,5.166296040905125e-05,-0.0016261772518343424,0.00010720444191869571,M,0.5,1.0,1
2201,0.012615369879277532,0.029296966255073158,0.4306032839524131,-0.09441581471617577,0.04208944176255496,5.108862812158815e-05,-0.0016251554443565764,0.00010707915159025028,M,0.5,1.0,5
2201,0.012434658736771338,0.02929555601741713,0.4244554610732953,-0.09486385617142046,0.04208944176255496,5.037071276225924e-05,-0.0016238781850093737,0.00010692119743671569,M,0.5,1.0,10
2201,0.012073236451758935,0.029293388126115056,0.4121488576118528,-0.09575933780882295,0.04208944176255496,4.893488204360143e-05,-0.001621323666314965,0.00010660084357994037,M,0.5,1.0,20
2201,-3.94417773908037e-06,8.34147032143219e-06,-0.4728396298367664,-5.43315755031637e-05,8.387129772397417e-06,-1.611490608212732e-08,7.328550248725696e-07,0.00026860329199662747,M,0.5,2.0,1
2201,-3.972985872237719e-06,8.341242248100831e-06,-0.4763062567979374,-5.4443210630861216e-05,8.387129772397417e-06,-1.6228330599087204e-08,7.314420442687776e-07,0.00026758316209885,M,0.5,2.0,5
2201,-4.008996038684405e-06,8.340990631653908e-06,-0.48063787812808917,-5.458275452208117e-05,8.387129772397417e-06,-1.637011124528706e-08,7.296758185140375e-07,0.00026630851329390026,M,0.5,2.0,10
2201,-4.081016371577776e-06,8.340598995042062e-06,-0.4892953580436695,-5.486184225245161e-05,8.387129772397417e-06,-1.6653672537686757e-08,7.261433670045572e-07,0.0002637610575694227,M,0.5,2.0,20
2201,3.6696370721891926e-23,2.1059428117013361e-22,0.1742515063466794,0.0,8.623211944508981e-22,1.3348569062439786e-25,1.9190619700264836e-23,0.00028896501131281394,M,0.5,5.0,1
2201,3.373446784590429e-23,2.106033593744076e-22,0.16018010323345147,0.0,8.623211944508981e-22,1.217425270968682e-25,1.9174142080250906e-23,0.000288444128172749,M,0.5,5.0,5
2201,3.003208925091974e-23,2.1062142497575719e-22,0.14258800715253195,0.0,8.623211944508981e-22,1.0706357268745628e-25,1.9153545055233484e-23,0.00028777538980173656,M,0.5,5.0,10
2201,2.262733206095065e-23,2.1067994079742569e-22,0.1074014544303837,0.0,8.623211944508981e-22,7.770566386863214e-26,1.9112351005198664e-23,0.0002863797194468942,M,0.5,5.0,20
2201,0.00316191049875716,0.043954059706987104,0.07193671118971817,-0.08308084173331365,0.8258252294674369,1.2445009606927452e-05,0.00016170999085294652,4.7101650424430375e-07,M,1.0,0.0,1
2201,0.000325364049518713,0.04398995827649281,0.007396325485777508,-0.09610773055401145,0.8258252294674369,1.1825154227079073e-06,0.00017176402679959128,5.305395139876268e-07,M,1.0,0.0,5
2201,-0.003220319012029347,0.04406498243756347,-0.07308113685492283,-0.11438146564347274,0.8258252294674369,-1.2895602307566509e-05,0.00018433157173289896,6.089374134932157e-07,M,1.0,0.0,10
2201,-0.010311685135125466,0.044314800744311586,-0.2326916732543159,-0.1498506229142622,0.8258252294674369,-4.105183776811533e-05,0.00020946666159951693,7.774860927289851e-07,M,1.0,0.0,20
2201,0.022141934365337488,0.03692572915572557,0.5996343165482012,-0.06607551166165504,0.205950045652632,9.312936572255499e-05,-0.008325615726042852,0.0017690290837554246,M,1.0,0.5,1
2201,0.02143453666195997,0.03691895365097975,0.5805835361585646,-0.06660988706239457,0.205950045652632,9.03120953919822e-05,-0.00830958522403855,0.0017628701903289468,M,1.0,0.5,5
2201,0.020550289532738086,0.03691306651330078,0.5567212771481139,-0.06727749483425605,0.205950045652632,8.67905074787662e-05,-0.008289547096533166,0.0017549379482750815,M,1.0,0.5,10
2201,0.018781795274294313,0.0369099041696853,0.5088551622336669,-0.06861150619802225,0.205950045652632,7.97473316523342e-05,-0.008249470841522406,0.001738308114195397,M,1.0,0.5,20
2201,0.011927993043003656,0.02943376257469876,0.40524866682375665,-0.09741049557982306,0.042049487228683284,4.8381513068189974e-05,-0.0016576871365046235,0.00011037582916606503,M,1.0,1.0,1
2201,0.011783561364926028,0.02943236785321102,0.40036063097928637,-0.09776311337039545,0.042049487228683284,4.78075533397495e-05,-0.0016563932754209468,0.00011021403966515742,M,1.0,1.0,5
2201,0.011603021767329002,0.029430816158613614,0.3942473665968352,-0.098203710475677,0.042049487228683284,4.709010367919892e-05,-0.0016547759490663564,0.00011001051493042535,M,1.0,1.0,10
2201,0.01124194257213495,0.02942835191639212,0.38201060678063276,-0.09908432120321653,0.042049487228683284,4.5655204358097734e-05,-0.0016515412963571687,0.00010959920462194628,M,1.0,1.0,20
2201,-4.8738369022969e-06,8.512226150556428e-06,-0.5725690102792097,-6.149554344603292e-05,8.89517887477426e-06,-1.9981225673937305e-08,1.0130814639934774e-06,0.0004929045656498765,M,1.0,2.0,1
2201,-4.9043900837113905e-06,8.511931757288006e-06,-0.5761782664096431,-6.160865586568587e-05,8.89517887477426e-06,-2.010197580542575e-08,1.0123023598137537e-06,0.0004921807699267422,M,1.0,2.0,5
2201,-4.942581560479503e-06,8.511598461803563e-06,-0.580687820585018,-6.175004636965742e-05,8.89517887477426e-06,-2.0252913469786315e-08,1.0113284795890987e-06,0.0004912726976084025,M,1.0,2.0,10
2201,-5.01896451401573e-06,8.51104754111808e-06,-0.5896999740359103,-6.206579312961757e-05,8.89517887477426e-06,-2.0554788798507442e-08,1.0093807191397889e-06,0.0004894455515151996,M,1.0,2.0,20
2201,9.190083287140686e-23,2.2747873647701834e-22,0.40399746497049577,0.0,8.84803169963443e-22,3.734554434469782e-25,-1.3868678845114684e-23,0.00012934480104731527,M,1.0,5.0,1
2201,8.886170885281366e-23,2.274708908400997e-22,0.3906509027358531,0.0,8.84803169963443e-22,3.613973304018596e-25,-1.3871688188314456e-23,0.00012940986621423622,M,1.0,5.0,5
2201,8.506280382957217e-23,2.274676485346425e-22,0.373955612490615,0.0,8.84803169963443e-22,3.4632468909546136e-25,-1.387544986731421e-23,0.00012948375284060898,M,1.0,5.0,10
2201,7.746499378308916e-23,2.2748304677799533e-22,0.34053084342011913,0.0,8.84803169963443e-22,3.161794064826647e-25,-1.3882973225313674e-23,0.00012960665691730267,M,1.0,5.0,20
2201,0.003147623714554791,0.04395127466772844,0.07161620995866037,-0.0832815294278223,0.8258011992162086,1.241057831902203e-05,0.00012650328394383153,2.882843446183614e-07,M,2.0,0.0,1
2201,0.000311159804480033,0.043987176091682866,0.007073875436592698,-0.0963553181558563,0.8258011992162086,1.1483953961855605e-06,0.00013658305795317673,3.3550724909403584e-07,M,2.0,0.0,5
2201,-0.0032344200831134124,0.044062207277716724,-0.07340576614165975,-0.11462288838730761,0.8258011992162086,-1.2929333257360013e-05,0.00014918277546485534,3.989011391203334e-07,M,2.0,0.0,10
2201,-0.0103255798583003,0.044312050957352085,-0.23301967828657047,-0.15008015032950672,0.8258011992162086,-4.108479056445118e-05,0.0001743822104882117,5.389159822843936e-07,M,2.0,0.0,20
2201,0.02224734666700934,0.036938420696292926,0.6022820209322606,-0.06574801601417724,0.20609204103456288,9.364682141896403e-05,-0.008482421064243288,0.0018350310461779928,M,2.0,0.5,1
2201,0.021539461237558507,0.036931581713474194,0.5832260693481213,-0.06628269686194499,0.20609204103456288,9.082770966895827e-05,-0.008466539220867314,0.001828843073978459,M,2.0,0.5,5
2201,0.02065460445074496,0.036925616898386804,0.5593570584773985,-0.06695068616588051,0.20609204103456288,8.73038199814511e-05,-0.008446686916647343,0.001820864730326277,M,2.0,0.5,10
2201,0.018884890877117855,0.03692230483697747,0.5114764899022433,-0.06828545967222588,0.20609204103456288,8.025604060643664e-05,-0.008406982308207411,0.0018041102285679678,M,2.0,0.5,20
2201,0.01340905456552367,0.0297398844879233,0.45087782943369487,-0.10070331721132209,0.04208654285550333,5.4305942283218056e-05,-0.0017323330641456488,0.00011807138116770588,M,2.0,1.0,1
2201,0.013264495608691496,0.029738561887072766,0.44603688836942446,-0.10104983294196013,0.04208654285550333,5.37309866548111e-05,-0.001730262987176575,0.0001177998449113371,M,2.0,1.0,5
2201,0.01308379691265129,0.029737095465955123,0.4399823421769767,-0.1014828075674713,0.04208654285550333,5.3012292119302374e-05,-0.001727675390965232,0.00011745935433604693,M,2.0,1.0,10
2201,0.012722399520570861,0.029734785501957062,0.427862495249327,-0.10234819030786457,0.04208654285550333,5.157490304828493e-05,-0.0017225001985425455,0.00011677485866679049,M,2.0,1.0,20
2201,-4.823445299767464e-06,8.810074916082537e-06,-0.5474919731911023,-6.573967738610076e-05,8.356173564936613e-06,-2.0073843020192906e-08,1.4757883653672565e-06,0.0009764485627578035,M,2.0,2.0,1
2201,-4.85214710447029e-06,8.810085364377507e-06,-0.5507491589229485,-6.585261285130262e-05,8.356173564936613e-06,-2.018718177742974e-08,1.4749070342754282e-06,0.0009752803404312615,M,2.0,2.0,5
2201,-4.8880243603488225e-06,8.810129101645541e-06,-0.5548186983361965,-6.599378216409768e-05,8.356173564936613e-06,-2.0328855223975783e-08,1.4738053704106424e-06,0.0009738142680496553,M,2.0,2.0,10
2201,-4.959778872105888e-06,8.81031883013268e-06,-0.5629511221708189,-6.627612073228928e-05,8.356173564936613e-06,-2.0612202117067866e-08,1.471602042681071e-06,0.000970862938760586,M,2.0,2.0,20
2201,-5.429912787913887e-23,2.362716552716748e-22,-0.22981651276241116,0.0,8.748505162626523e-22,-2.3585142394236242e-25,3.2227878956620405e-23,0.0006474416122848048,M,2.0,5.0,1
2201,-5.730406649928681e-23,2.3625250475491295e-22,-0.24255432364085933,0.0,8.748505162626523e-22,-2.4776961375185972e-25,3.2218121737626364e-23,0.0006471545398760714,M,2.0,5.0,5
2201,-6.106023977447176e-23,2.362347197021034e-22,-0.2584727590062541,0.0,8.748505162626523e-22,-2.626673510137315e-25,3.2205925213883804e-23,0.0006467620303354238,M,2.0,5.0,10
2201,-6.857258632484163e-23,2.3621966509830115e-22,-0.2902916075861239,0.0,8.748505162626523e-22,-2.9246282553747483e-25,3.218153216639866e-23,0.0006458649908603897,M,2.0,5.0,20
2201,0.0031972785332969964,0.0439484290818898,0.07275068984466901,-0.08309525050644373,0.8258269333017697,1.2592771689363207e-05,0.00014998711730143842,4.0530467559918293e-07,M,5.0,0.0,1
2201,0.0003607262317243546,0.043984314165350744,0.008201247162074014,-0.09587546560286497,0.8258269333017697,1.3303014226239516e-06,0.00015996660208471967,4.6028137257181356e-07,M,5.0,0.0,5
2201,-0.0031849641452414423,0.0440593269247961,-0.0722880799036669,-0.11415095660307961,0.8258269333017697,-1.2747786410800134e-05,0.00017244095806381976,5.330470528308595e-07,M,5.0,0.0,10
2201,-0.01027634489917304,0.044309140470994955,-0.23192381503992388,-0.14962369705235612,0.8258269333017697,-4.090396207764833e-05,0.00019738967002202125,6.905936809076252e-07,M,5.0,0.0,20
2201,0.022196140284282857,0.03693806981637888,0.6009014654696647,-0.06565410398513549,0.20605854337986684,9.338009425642338e-05,-0.00838195594673118,0.0017918545808895958,M,5.0,0.5,1
2201,0.02148836991265551,0.036931276929889,0.5818474664022427,-0.06618892916473107,0.20605854337986684,9.056122764362453e-05,-0.008365739719335415,0.001785584707367116,M,5.0,0.5,5
2201,0.02060365694812133,0.03692536934538159,0.5579810659550875,-0.06685709863669609,0.20605854337986684,8.703764437762598e-05,-0.008345469435090708,0.0017775108269602047,M,5.0,0.5,10
2201,0.018834231019052954,0.03692217039442006,0.5101062808024772,-0.06819223165756061,0.20605854337986684,7.999047784562887e-05,-0.00830492886660129,0.0017605882477363943,M,5.0,0.5,20
2201,0.012859008444954507,0.029274318912793234,0.4392590134465934,-0.09564550469769662,0.04206839106932928,5.19727736735998e-05,-0.0014944104337536435,9.06831487962334e-05,M,5.0,1.0,1
2201,0.012714511835920374,0.029273080958374123,0.43434142972515316,-0.09600090342899958,0.04206839106932928,5.139849985372163e-05,-0.0014930273331869664,9.052302501377785e-05,M,5.0,1.0,5
2201,0.01253389107462771,0.02927172810356609,0.42819101866079246,-0.09644497437586352,0.04206839106932928,5.0680657578873944e-05,-0.0014912984574786197,9.032184937840526e-05,M,5.0,1.0,10
2201,0.012172649552042369,0.029269671129797368,0.4158792730557967,-0.09733252501092071,0.04206839106932928,4.9244973029178564e-05,-0.0014878407060619195,8.991612789177594e-05,M,5.0,1.0,20
2201,-5.4881681785143716e-06,6.821419767735728e-06,-0.8045492529975311,-6.52387251898201e-05,8.057921501148733e-06,-2.2274263855400686e-08,7.841123147691235e-07,0.00045979834900056193,M,5.0,2.0,1
2201,-5.51584554632386e-06,6.8215826570385545e-06,-0.8085873650790661,-6.542692357502933e-05,8.057921501148733e-06,-2.238385500419165e-08,7.837332794796972e-07,0.00045933199167347283,M,5.0,2.0,5
2201,-5.550442256085722e-06,6.8218244815825205e-06,-0.8136301763656832,-6.566217151560139e-05,8.057921501148733e-06,-2.252084394018036e-08,7.832594853679137e-07,0.0004587442696423194,M,5.0,2.0,10
2201,-5.619635675609444e-06,6.822435488994843e-06,-0.8236993496932854,-6.61326672289908e-05,8.057921501148733e-06,-2.2794821812157768e-08,7.823118971443474e-07,0.000457552995808741,M,5.0,2.0,20
2201,-1.2422871726090517e-23,2.177131099647132e-22,-0.05706074258965851,0.0,8.624117936543793e-22,-5.200752483292928e-26,4.28638455686172e-24,1.3488806011596743e-05,M,5.0,5.0,1
2201,-1.5385085792436325e-23,2.177375257191727e-22,-0.07065886204787347,0.0,8.624117936543793e-22,-6.377122562933956e-26,4.30043268927767e-24,1.3574322123899307e-05,M,5.0,5.0,5
2201,-1.9087853375368583e-23,2.177745534902871e-22,-0.08764960400306787,0.0,8.624117936543793e-22,-7.847585162485252e-26,4.317992854797604e-24,1.3680752426470377e-05,M,5.0,5.0,10
2201,-2.649338854123309e-23,2.1787028779495154e-22,-0.1216016594523771,0.0,8.624117936543793e-22,-1.0788510361587846e-25,4.3531131858374704e-24,1.389198525725277e-05,M,5.0,5.0,20
2201,0.003150835188050024,0.04394980819374359,0.07169167096612168,-0.08312246844831372,0.8258713280059533,1.2384285790092423e-05,0.0001882374980199142,6.383497974660202e-07,M,10.0,0.0,1
2201,0.00031413039944256976,0.0439856870214488,0.00714165040299109,-0.09632557928944951,0.8258713280059533,1.121245286325242e-06,0.0001981618372535312,7.062812698022114e-07,M,10.0,0.0,5
2201,-0.003231750586316747,0.04406069433877682,-0.07334769991294841,-0.11459671504257318,0.8258713280059533,-1.29575553433837e-05,0.0002105672612955539,7.947662802321176e-07,M,10.0,0.0,10
2201,-0.010323512557835385,0.04431050493085022,-0.23298115365523325,-0.15006072268333093,0.8258713280059533,-4.1115156602801604e-05,0.00023537810937960014,9.8192688469112e-07,M,10.0,0.0,20
2201,0.02229931415528558,0.03695452126502431,0.6034258702842625,-0.06567353994909031,0.20605580239071786,9.38247765490772e-05,-0.00843772129262683,0.001814160054568359,M,10.0,0.5,1
2201,0.02159155319841423,0.036947741114487384,0.5843808727442902,-0.06620816897269033,0.20605580239071786,9.100597436185943e-05,-0.008421547867858878,0.0018078752869008508,M,10.0,0.5,5
2201,0.020706852002325055,0.036941848903262,0.5605255994779574,-0.06687609348531465,0.20605580239071786,8.748247162783721e-05,-0.00840133108689894,0.0017997797200782761,M,10.0,0.5,10
2201,0.018937449610146696,0.036938678860267256,0.5126726291913105,-0.06821073737234651,0.20605580239071786,8.043546615979276e-05,-0.008360897524979058,0.001782803561823476,M,10.0,0.5,20
2201,0.012055209669182563,0.029449110671037206,0.409357342021153,-0.09723058431091092,0.04199440517765823,4.892343773467074e-05,-0.001716353833956595,0.00011820332404433032,M,10.0,1.0,1
2201,0.011910967187063935,0.02944775207870509,0.40447797696847826,-0.09758334740855001,0.04199440517765823,4.8350237008227974e-05,-0.0017150729793199797,0.00011803785864983318,M,10.0,1.0,5
2201,0.01173066408441566,0.029446245329208674,0.3983755468062897,-0.09802412605064348,0.04199440517765823,4.7633736100174503e-05,-0.0017134719110242125,0.00011782963591411288,M,10.0,1.0,10
2201,0.011370057879119091,0.02944387025214427,0.3861604395669098,-0.09890509952858006,0.04199440517765823,4.620073428406757e-05,-0.001710269774432677,0.00011740858647202312,M,10.0,1.0,20
2201,-2.5273657739408435e-06,5.388320276059405e-06,-0.4690452022998827,-4.045233459581965e-05,6.512421996514844e-06,-1.0790037925204099e-08,1.2031805964012773e-06,0.0017350629827718178,M,10.0,2.0,1
2201,-2.549734656400477e-06,5.388533981018709e-06,-0.47317780037798823,-4.057715033145559e-05,6.512421996514844e-06,-1.0879120875377328e-08,1.2036827755971295e-06,0.0017363738991361677,M,10.0,2.0,5
2201,-2.5776957594750185e-06,5.388828661043301e-06,-0.4783406416517918,-4.0733169988538265e-05,6.512421996514844e-06,-1.0990474563093865e-08,1.204310499591945e-06,0.0017379953242987467,M,10.0,2.0,10
2201,-2.633617965624101e-06,5.389509830836638e-06,-0.488656306099598,-4.104520922210142e-05,6.512421996514844e-06,-1.1213181938526937e-08,1.2055659475815764e-06,0.0017411805889624432,M,10.0,2.0,20
2201,-2.458403669855369e-23,2.386279150500795e-22,-0.10302246781728942,0.0,8.599740777787632e-22,-8.667051650352561e-26,-1.7214371529158493e-23,0.00018109241455488423,M,10.0,5.0,1
2201,-2.7537877692650683e-23,2.3864334832328575e-22,-0.11539344333765225,0.0,8.599740777787632e-22,-9.838016208514083e-26,-1.7233262996605038e-23,0.00018146662955165205,M,10.0,5.0,5
2201,-3.12301789352719e-23,2.386685175902835e-22,-0.13085169024631893,0.0,8.599740777787632e-22,-1.1301721906215967e-25,-1.725687733091323e-23,0.00018192591238486155,M,10.0,5.0,10
2201,-3.8614781420514334e-23,2.3873843991589515e-22,-0.16174513594927523,0.0,8.599740777787632e-22,-1.4229133301619748e-25,-1.730410599952962e-23,0.00018281593142499553,M,10.0,5.0,20
