date,turnover
2017-01-06,0.04000064857425256
2017-01-13,0.07543735653704184
2017-01-20,0.031089884082616794
2017-01-27,0.005925153344018127
2017-02-03,0.00404601603121546
2017-02-10,0.0444079262958135
2017-02-17,0.006568111038727122
2017-02-24,0.0061001718467309915
2017-03-03,0.04000307307652907
2017-03-10,0.0011701389540717218
2017-03-17,0.03998572583442301
2017-03-24,0.0017170929254181559
2017-03-31,0.001057906661066566
2017-04-07,0.007142009752531917
2017-04-21,0.0046203344035317204
2017-04-28,2.340051190509053e-05
2017-05-05,0.0019232711269607228
2017-05-12,0.07999722637232307
2017-05-19,0.00595224412174759
2017-05-26,0.0004696365563795405
2017-06-02,0.03218242151265427
2017-06-09,0.006870065698510267
2017-06-16,0.0001242471667171762
2017-06-23,0.0019592319203891994
2017-06-30,0.041231521134804335
2017-07-07,0.04030712700537657
2017-07-14,0.0006626606267426838
2017-07-21,0.009087025496527344
2017-07-28,0.0028274112767675053
2017-08-04,0.0035018150437996116
2017-08-11,0.0012729562676289915
2017-08-18,0.0005256274697775052
2017-08-25,0.08021549470755741
2017-09-01,0.04138298060959852
2017-09-08,0.039975047369735804
2017-09-15,0.003544351771922316
2017-09-22,0.012703016716977537
2017-09-29,0.005511954446826353
2017-10-06,0.004551832219934153
2017-10-13,0.030797659246316358
2017-10-20,0.08001243124647905
2017-10-27,0.13566147832243522
2017-11-03,0.00618901362180521
2017-11-10,0.0187618861265151
2017-11-17,0.003107020206197513
2017-11-24,0.001506883070694234
2017-12-01,0.040037312678128455
2017-12-08,0.07504078849172424
2017-12-15,0.03435805598079394
2017-12-22,0.005324432435182969
2017-12-29,8.575399764019579e-05
2018-01-05,0.044760827928188474
2018-01-12,0.006962629197280594
2018-01-19,0.010553455527810934
2018-01-26,0.13800593826445423
2018-02-02,0.0006383539811564624
2018-02-09,0.007016044344797795
2018-02-16,0.08707490392210626
2018-02-23,0.0029731324011965485
2018-03-02,0.022093929526452977
2018-03-09,0.006639014881619658
2018-03-16,0.08934139421363241
2018-03-23,0.028770405307073695
2018-04-06,0.027286293034488436
2018-04-13,0.00824350567897023
2018-04-20,0.002817857969742175
2018-04-27,0.07181138030064493
2018-05-04,0.08039903872387384
2018-05-11,0.04641609637829479
2018-05-18,0.001517419775910283
2018-05-25,0.06427946782813516
2018-06-01,0.002082125478673655
2018-06-08,0.005213582588052389
2018-06-15,0.0003864459929243284
2018-06-22,0.0014785713193518305
2018-06-29,0.016547160093110757
2018-07-06,0.0005479514231545294
2018-07-13,0.002306649263093065
2018-07-20,0.0049321648615502315
2018-07-27,0.0003527285789416387
2018-08-03,0.000767433229518774
2018-08-10,0.0018801165978288975
2018-08-17,0.007330246970720404
2018-08-24,0.00010983538334588262
2018-08-31,0.0014395454334114753
2018-09-07,0.0006469532523851097
2018-09-14,0.0012179532923256209
2018-09-21,0.0012496513920660065
2018-09-28,0.0010548213192232271
2018-10-05,0.001977627251375622
2018-10-12,0.010902678625839927
2018-10-19,0.056365021502307884
2018-10-26,0.006712941591504186
2018-11-02,0.007181741973870422
2018-11-09,0.07306296761021663
2018-11-16,0.003689950572386226
2018-11-23,0.0010463360576136976
2018-11-30,0.011283901781832141
2018-12-07,0.03999792643211152
2018-12-14,0.0017915302349877432
2018-12-21,0.004393920101300398
2018-12-28,0.024340772031176575
2019-01-04,0.006020989298711315
2019-01-11,0.05604264324925495
2019-01-18,0.07533899571909994
2019-01-25,0.002337596206338072
2019-02-01,0.002878415263723386
2019-02-08,0.012759045210889875
2019-02-15,0.004723746746616417
2019-02-22,0.00023212052821825065
2019-03-01,0.08006487587085433
2019-03-08,0.01275853487511645
2019-03-15,0.07529425155757116
2019-03-22,0.003105682119145987
2019-03-29,0.007337120669660398
2019-04-05,0.00283491970521823
2019-04-12,0.0021139374143191573
2019-04-26,0.08005323151638544
2019-05-03,0.0022582902137234496
2019-05-10,0.04067677731587967
2019-05-17,0.0019190034909772457
2019-05-24,0.002395580944663325
2019-05-31,0.08004003507640729
2019-06-07,0.07858321132652801
2019-06-14,0.001985377609109924
2019-06-21,0.0002868303356587617
2019-06-28,0.022426759615049592
2019-07-05,0.0008872312057712441
2019-07-12,0.023778769241920954
2019-07-19,0.006025889744134878
2019-07-26,0.046749748921461054
2019-08-02,0.002389428075528688
2019-08-09,0.008440510890001007
2019-08-16,0.004375994440114957
2019-08-23,0.05925896453351579
2019-08-30,0.002371497686200929
2019-09-06,0.03343167929766022
2019-09-13,0.0001726112562263576
2019-09-20,0.0015320710866607529
2019-09-27,0.002820661146647324
2019-10-04,0.006000990012121489
2019-10-11,0.02054840910872057
2019-10-18,0.01311240205335994
2019-10-25,0.008014425535179726
2019-11-01,0.010677734397813525
2019-11-08,0.024074769959716993
2019-11-15,0.0005709719142455883
2019-11-22,0.09266563258605579
2019-11-29,0.0033374780747441896
2019-12-06,0.004934790892317055
2019-12-13,0.006164491588337449
2019-12-20,0.0973277190342153
2019-12-27,0.003250292519908547
2020-01-03,0.007529647109449882
2020-01-10,0.05765046279184051
2020-01-17,0.0002075625055196588
2020-01-24,0.0023491688047451364
2020-01-31,0.07683871747316118
2020-02-07,0.0014616892791549326
2020-02-14,0.003989633070614585
2020-02-21,0.0020612408085180145
2020-02-28,0.00252424391993061
2020-03-06,0.013798654143582306
2020-03-13,0.08001112720558927
2020-03-20,0.015933652671494207
2020-03-27,0.025892049981171495
2020-04-03,0.0007439022831007176
2020-04-17,0.013739374145225896
2020-04-24,0.00839741575093589
2020-05-01,0.004745521186336192
2020-05-08,0.0011286849653940468
2020-05-15,0.006099681771590289
2020-05-22,0.012621402108979041
2020-05-29,0.04781606343446687
2020-06-05,0.011752747639506905
2020-06-12,0.010709224116701898
2020-06-19,0.007692958898546072
2020-06-26,0.01821329736534222
2020-07-10,0.001112532558741003
2020-07-17,0.002598307058144661
2020-07-24,0.08006326257046266
2020-07-31,0.08002565744514575
2020-08-07,0.0028038415251478224
2020-08-14,0.003191238872358884
2020-08-21,0.0008436022398345287
2020-08-28,0.003534378844748433
2020-09-04,0.007582957368637163
2020-09-11,0.005004253980096736
2020-09-18,0.0032606515003265083
2020-09-25,0.0005402874088933224
2020-10-02,0.0006130956210574044
2020-10-09,0.002828834420285177
2020-10-16,0.0021411537422095306
2020-10-23,0.00013607432771003524
2020-10-30,0.0025117064617315946
2020-11-06,0.003361069788264244
2020-11-13,0.006823809594437343
2020-11-20,0.0015359818243866367
2020-11-27,0.006545383284749794
2020-12-04,0.006916008021611173
2020-12-11,0.0017575597649902444
2020-12-18,0.0009963959834706198
2021-01-08,0.000936019652738946
2021-01-15,0.049515858369576685
2021-01-22,0.0026848391010225355
2021-01-29,0.0023967052256643247
2021-02-05,0.002217201608150759
2021-02-12,0.0007410311429863394
2021-02-19,0.00034648548970455956
2021-02-26,0.002299718390138486
2021-03-05,0.00443493788266501
2021-03-12,0.01784858975739672
2021-03-19,0.02007366368114291
2021-03-26,0.018062033130401493
2021-04-09,0.003182745829427846
2021-04-16,0.15331203742365862
2021-04-23,0.010963012389385185
2021-04-30,0.006464457543659278
2021-05-07,0.005332210740769224
2021-05-14,0.011962025736676988
2021-05-21,0.0020351425667794925
2021-05-28,0.07731733523800713
2021-06-04,0.0047933491079132865
2021-06-11,0.18297835376346955
2021-06-18,0.013465668803276449
2021-06-25,0.08008868913380918
2021-07-02,0.0023191586300438842
2021-07-09,0.00965410699132007
2021-07-16,0.007647460635188029
2021-07-23,0.015682463610921737
2021-07-30,0.01571194509423652
2021-08-06,0.0024759047702348205
2021-08-13,0.00784473519519947
2021-08-20,0.08018965018293425
2021-08-27,0.002821375005444177
2021-09-03,0.0052894761440534215
2021-09-10,0.010813095547362563
2021-09-17,0.0027464020325636608
2021-09-24,0.008029529424076486
2021-10-01,0.04727118917221619
2021-10-08,0.04864529918123901
2021-10-15,0.008974189678632193
2021-10-22,0.005576186694407013
2021-10-29,0.074525558381071
2021-11-05,0.032890425866637055
2021-11-12,0.05391171974335605
2021-11-19,0.002336189744381132
2021-11-26,0.03430951128804398
2021-12-03,0.011333737826932458
2021-12-10,0.08171903851672702
2021-12-17,0.0455336500786388
2021-12-31,0.0006400817222236829
2022-01-07,0.080024015794372
2022-01-14,0.0011252723406827985
2022-01-21,0.00027124489388598674
2022-01-28,0.0800007414002188
2022-02-04,0.0641629660543063
2022-02-11,0.08003861816326463
2022-02-18,0.011573862444082265
2022-02-25,0.012134789602306847
2022-03-04,0.01235924730779639
2022-03-11,0.014155371078493595
2022-03-18,0.005286579336561623
2022-03-25,0.030956110002665058
2022-04-01,0.0025049982261117756
2022-04-08,0.008648139291646519
2022-04-22,0.0005917544082619991
2022-04-29,0.009944762305316488
2022-05-06,0.0007763049269445747
2022-05-13,0.009022381429538793
2022-05-20,0.010547030133926443
2022-05-27,0.1155598338767296
2022-06-03,0.0005301501931136757
2022-06-10,0.001724615870008558
2022-06-17,0.05684571879974351
2022-06-24,0.03186446843509026
2022-07-01,0.002082607511351635
2022-07-08,0.014785475899248788
2022-07-15,0.0038892431475998916
2022-07-22,0.02815955950521288
2022-07-29,0.0007437077595773077
2022-08-05,0.039717138346289586
2022-08-12,0.0012328155974165955
2022-08-19,0.0015578804065139761
2022-08-26,0.0011164951087405345
2022-09-02,0.0007465248294316822
2022-09-09,0.008640978226251206
2022-09-16,9.409462345366583e-05
2022-09-23,0.004907802404355333
2022-09-30,0.005692637109421807
2022-10-07,0.000562449455660555
2022-10-14,0.0021293147296360918
2022-10-21,0.00447105261640692
2022-10-28,0.0034438126687607582
2022-11-04,0.0027542896424966683
2022-11-11,0.07999163240141735
2022-11-18,0.0005796560005907722
2022-11-25,0.00012080369085662283
2022-12-02,0.003671703400005543
2022-12-09,0.002002725892205059
2022-12-16,0.004556169665514534
2022-12-23,0.000248808000361383
2022-12-30,0.003516711250684636
2023-01-06,0.0005460217022003168
2023-01-13,0.0021459991886641702
2023-01-20,0.06120231696266358
2023-01-27,0.002063969779378874
2023-02-03,0.0917084677886807
2023-02-10,0.005103706511226101
2023-02-17,0.0215914480599463
2023-02-24,0.0706789933974324
2023-03-03,0.002915479849379678
2023-03-10,0.000829642605862972
2023-03-17,0.0026284309641206784
2023-03-24,0.08000972744454124
2023-03-31,0.07435064576513606
2023-04-14,0.08000150429537509
2023-04-21,0.0005478762031818352
2023-04-28,0.011238200381340355
2023-05-05,0.002453907731512194
2023-05-12,0.006088977946849575
2023-05-19,0.013725452526187365
2023-05-26,0.15789844134782188
2023-06-02,0.003874096486164347
2023-06-09,2.11611915865253e-05
2023-06-16,0.005105154221783585
2023-06-23,0.007971200471920025
2023-06-30,0.004196665611748558
2023-07-07,0.0011131141886836522
2023-07-14,0.059484087707064634
2023-07-21,0.0028856166090426285
2023-07-28,0.11261764490437384
2023-08-04,0.030063323577194635
2023-08-11,0.09757775431642088
2023-08-18,0.0003260314897462239
2023-08-25,0.003890228465252837
2023-09-01,0.003607706650582192
2023-09-08,0.0007665762162467789
2023-09-15,0.0013440034956814864
2023-09-22,0.0030670347639132974
2023-09-29,0.00803853502033709
2023-10-06,0.00039411980303845156
2023-10-13,0.003729674047814744
2023-10-20,0.08001363289510492
2023-10-27,0.004320456067756745
2023-11-03,0.011906342209963597
2023-11-10,0.001584455402348905
2023-11-17,0.01229795716653828
2023-11-24,0.005650667298671283
2023-12-01,0.09061958658061382
2023-12-08,0.004509018698032383
2023-12-15,0.011860331685379446
2023-12-22,0.009221214669479304
2023-12-29,0.005387919720288326
2024-01-05,0.0030024166408683904
2024-01-12,0.07067958403772488
2024-01-19,0.023851234511828037
2024-01-26,0.08000245398940134
2024-02-02,0.008969383167310375
2024-02-09,0.000229756777712903
2024-02-16,0.00526752251116215
2024-02-23,0.024977126631810086
2024-03-01,0.002703033063060447
2024-03-08,0.002920817407276381
2024-03-15,0.06481597855090371
2024-03-22,0.010725214211401334
2024-04-05,0.003953467992561591
2024-04-12,0.06550195802384999
2024-04-19,0.009575705722913112
2024-04-26,0.050211571385663345
2024-05-03,0.00952833585357938
2024-05-10,0.0012777276203601784
2024-05-17,0.021469259846250845
2024-05-24,0.0036686155400411655
2024-05-31,0.0542635733828096
2024-06-07,0.0025390045561591726
2024-06-14,0.08003476202510193
2024-06-21,0.0034201923192872523
2024-06-28,0.002349481019943692
2024-07-05,0.0011565248107787284
2024-07-12,0.0023514268447133797
2024-07-19,0.0009632559056816973
2024-07-26,0.031211560349149573
2024-08-02,0.004568256399034703
2024-08-09,0.008329307840006257
2024-08-16,0.0014662255613658807
2024-08-23,0.0059885067241986795
2024-08-30,0.007533696884956924
2024-09-06,0.009742879337413586
2024-09-13,0.008419896775838457
2024-09-20,0.005470957880202184
2024-09-27,0.002779660268659499
2024-10-04,0.04510476385773572
2024-10-11,0.08007287828074858
2024-10-18,0.0030426615242195388
2024-10-25,0.042847191935058995
2024-11-01,0.005413685123741197
2024-11-08,0.006751396204131049
2024-11-15,0.02578759083249571
2024-11-22,0.0004174509762327216
2024-11-29,0.042802150880275815
2024-12-06,0.0001682934660942573
2024-12-13,0.11628904775261616
2024-12-20,0.0009377576964745827
2024-12-27,0.003333892334948995
2025-01-03,0.00036252287446931716
2025-01-10,0.000226348523621438
2025-01-17,0.0004548489202869518
2025-01-24,0.08014030276409025
2025-01-31,0.004893518525505925
2025-02-07,0.08000205121125192
2025-02-14,0.07999493783044756
2025-02-21,0.002505577008500056
2025-02-28,0.0004650728327166821
2025-03-07,0.01684767500770311
2025-03-14,0.009867397595742924
2025-03-21,0.0028116843437260516
2025-03-28,0.08062037318739806
2025-04-04,0.00227388977843331
2025-04-11,0.015895393305965937
2025-04-25,0.0004372744007171159
2025-05-02,0.00021910960372939015
2025-05-09,0.001184389281948018
2025-05-16,0.004365739721975067
2025-05-23,0.00221537822522112
2025-05-30,0.07567008093367945
2025-06-06,0.0014906766682753372
2025-06-13,0.002419469848168832
2025-06-20,0.0015240062961081333
2025-06-27,0.0010059667990675104
2025-07-11,0.0002947264528764136
2025-07-18,0.018699918523553467
2025-07-25,0.04288945004686999
2025-08-01,0.0030344581663936296
2025-08-08,0.00013077913847723307
2025-08-15,0.055018644850607555
2025-08-22,0.04629803340484596
2025-08-29,0.004405731170636005
2025-09-05,0.07791467447878835
2025-09-12,0.06868252688818645
2025-09-19,0.0017130608736126525
2025-09-26,4.970742675285979e-05
2025-10-03,0.0009960913816882478
2025-10-10,0.004737206533285586
2025-10-17,0.00347366128219475
2025-10-24,0.0011351132739258795
2025-10-31,0.0016424536363367106
2025-11-07,0.005351040533218936
2025-11-14,0.011031158256218506
2025-11-21,7.150567197908991e-05
2025-11-28,0.001282692826548343
2025-12-05,0.001247031391238957
2025-12-12,0.0019811697813384337
2025-12-19,0.0010110837544682581
